Season,TeamID,Pts,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP,MAS,SAG,POM
2010,1102,51.96551724137931,56.018317241379314,92.72645062270497,111.43618901158914,-26.327361357773754,15.578492451579027,13.895952953185246,49.29268187727138,0.4996905427314967,0.35231446171581365,0.23556441253010466,0.6979724093252583,0.489691385261951,239,237,246
2010,1103,70.9090909090909,64.26181818181819,110.09140843497613,97.86367121724722,-5.454200988935041,14.26783166194082,10.869499505237098,53.03608294266177,0.4955543324542498,0.37715462898754437,0.3745468886160499,0.6745050482773198,0.49595909471767374,89,105,119
2010,1104,68.0,62.4468,108.85192036043864,103.0988209730206,-5.709969428129234,14.753676443149223,12.206691294260784,52.85682258505671,0.49375127928457,0.34746992646113056,0.3443597827703522,0.6566439133117838,0.5058738685467448,79,72,64
2010,1105,61.130434782608695,68.40375652173913,89.68218170443359,102.48911295071153,-19.004845651772797,9.982528231870457,9.363088013905044,43.895644186501684,0.40345889545221103,0.493026338904231,0.3386376816862826,0.583785894868865,0.4773703997327634,329,337,336
2010,1106,64.39285714285714,64.57714285714285,99.75129488165884,100.34877738450868,-10.02078678836743,13.476023602582947,11.642102174954635,50.17044307766813,0.45204331924224916,0.4598480004425877,0.36428602522008,0.6877693969450934,0.5005065451993198,276,300,302
2010,1107,60.84375,62.92679999999998,96.86112527685235,110.22906466396512,-17.259567913286688,13.084667020801762,12.396296729899564,49.26017257878639,0.4643893242889055,0.3237706807910927,0.35899991127495107,0.685292616277315,0.5084263493921606,321,305,295
2010,1108,54.903225806451616,71.70890322580644,77.10312814942644,113.93280861982117,-37.08227379444361,9.060027617560937,9.336216308922069,41.82569167252811,0.4178883326863799,0.43139325268952766,0.28874856694779727,0.6069723328612214,0.490230171345816,347,347,347
2010,1110,63.38709677419355,62.12748387096775,102.12824784674719,107.7696546887574,-10.569878953327102,16.131187795428268,14.547886770860833,53.15354670862362,0.48528959590275567,0.36358457466113386,0.3049848830646058,0.728239483742773,0.5256583094174337,288,297,282
2010,1111,72.29032258064517,63.831948387096766,113.08853332500696,108.60391453124659,-6.9597497833548285,12.44339930464576,13.319027340012678,58.40681418239272,0.5450730121517767,0.4317158989217723,0.3573001846308511,0.7385503685767679,0.5512941490504759,143,127,131
2010,1112,71.12903225806451,66.49579354838708,106.8436721747897,106.0443392131697,-9.141392354541571,13.52350611229573,12.40447240937001,54.96596538383264,0.5024961618276532,0.45492325190910493,0.2924822376460732,0.6847806389550852,0.5060966416157243,82,83,86
2010,1113,67.125,58.821600000000004,114.14680168249951,90.97217514938266,-5.260639362220822,16.26165411018016,13.262590096771072,57.45111516627204,0.5322772014769169,0.39331882624988457,0.288066468519406,0.6991422699906461,0.49674037115827174,56,51,42
2010,1114,63.07142857142857,63.775542857142845,98.87831411851506,116.34751195445526,-19.242261595711415,13.007107877632404,12.796668183520854,51.007560237569564,0.48039787930390787,0.47497803043943215,0.28333517798318,0.6794558121459627,0.49806665247087756,300,284,276
2010,1115,62.09375,65.27879999999999,94.54852853782444,98.5993155275913,-12.440223024271663,13.140353418798172,11.121215035828769,48.71760821373465,0.4530519220948346,0.5119005128918738,0.35559662173088274,0.7430106485212052,0.5190359781823392,232,239,238
2010,1116,72.71875,68.52,105.84645153786315,107.89303042584064,-12.56783350069252,14.166669566468805,12.545962447383872,52.876322913453706,0.501926287194722,0.43378776512753425,0.3024217892010544,0.6563907939553376,0.4860601070627767,140,122,104
2010,1117,66.93103448275862,64.24055172413793,104.3966620908208,103.73380996455532,-9.52935809973612,13.759756692696703,11.94229496078465,52.30018328318909,0.49085232908917037,0.41084128235939976,0.3219673738801026,0.69738725298238,0.4965287906081547,208,207,199
2010,1119,58.035714285714285,61.99542857142857,94.25943911417609,99.0203293168408,-12.7637914275617,13.21891488950611,12.223470181492546,48.104308550854064,0.46568915064664773,0.3142714238288101,0.2957837376716051,0.699698555391579,0.4808348528240446,278,261,264
2010,1120,76.64516129032258,67.85032258064517,113.40139772304718,107.42684549902246,-4.794333206822297,13.362246095640971,12.722598019742616,55.99253066563318,0.5180145985959209,0.3846125413040872,0.32212134333665954,0.6783686136999357,0.4745687874865212,124,115,98
2010,1122,70.4,65.2064,108.04573466315983,114.58196273217999,-9.146190442156334,14.178093043899306,13.18812480450607,54.412057159433324,0.5025974565782384,0.4759885726130305,0.315527078200698,0.6480337992456342,0.49590409039039707,190,189,206
2010,1123,56.86206896551724,61.06593103448275,92.30417652460508,103.48473814410677,-17.27360817748114,12.472759291144067,12.205044597180915,47.26558876621017,0.44954544158762305,0.48085200350501905,0.3177791790833563,0.6867804334601381,0.5201359160744314,205,213,229
2010,1124,76.38709677419355,64.47421935483871,118.64436062671584,102.3153420885675,-2.411646497381501,14.48889115009092,13.14762302467529,58.74284874409342,0.5469175227946016,0.37991265876114955,0.37819026712442955,0.6751204017452671,0.5413718964203715,11,8,12
2010,1125,74.96774193548387,67.05630967741935,111.99416517935012,96.22337052942683,-2.6441266250388495,14.894873910027195,12.566651489198607,57.58572429160467,0.5240538410256009,0.4436237349545187,0.3452078782214988,0.6633634102455096,0.5170018025174333,162,152,132
