Season,TeamID,Pts,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP,MAS,SAG,POM
2019,1101,71.44827586206897,63.792331034482764,112.26253918008787,96.48820518363979,-4.101707431033178,16.22758804109937,12.382303155036581,56.21325035161906,0.5248112871109302,0.34882355873831183,0.27422381760714104,0.725586127898805,0.4954909474866553,115,162,145
2019,1102,63.193548387096776,65.10534193548386,97.25576638909187,111.1666496141819,-21.235877205546146,14.709923376550627,13.066947236528575,50.917463054796414,0.5163388632530037,0.29220816330128185,0.23027858823576308,0.7531287684639326,0.5168481342291623,220,226,241
2019,1103,68.80645161290323,65.4137806451613,105.10445160961352,92.24850649539047,-6.309807427751232,13.182107634313931,9.897714367118864,52.35510121760791,0.48503180277906105,0.2823108309170597,0.24906273839318874,0.7019343985708644,0.48552240993475926,143,124,107
2019,1104,71.9090909090909,66.41512727272728,107.83913667689308,105.8529358331148,-7.248038656429063,13.105733577526522,12.112187114233448,53.97068898586788,0.5046720491512285,0.3883767826689969,0.30743024585052936,0.7298359339749276,0.5171601516007438,49,54,59
2019,1105,57.0625,64.84499999999998,88.12899307923047,110.1304928043048,-24.270880471050244,13.242915484626606,12.924270449854989,45.90442905647696,0.46125202098392654,0.25611546182439493,0.27712493853256737,0.6781672385785038,0.4724302544631401,348,348,344
2019,1106,64.79310344827586,65.5408551724138,98.9978406811448,110.09984076589306,-18.24970055775088,10.876616028804102,11.170345983276817,49.459184507582506,0.46329097000604036,0.3903656222265911,0.31348240509170266,0.6842293333290136,0.4647332732950046,326,333,329
2019,1107,65.7741935483871,64.02766451612904,102.76013680149134,104.52146103931948,-11.927092131745225,13.932398895032652,13.219720797328026,53.14910768296737,0.4970680316620906,0.33828666386310674,0.27155648711247926,0.7184180582029348,0.4874780872290092,283,249,277
2019,1108,58.77777777777778,64.38328888888888,91.75274097881122,112.92957219191454,-24.943339644353106,12.434960723161627,11.983887417012724,48.497174608253054,0.462591990329038,0.3205414754630214,0.299815005745122,0.687161462799363,0.4868121911824636,345,349,349
2019,1110,72.16666666666667,65.39135999999999,110.305444875579,101.69598497626114,-3.6579107393270607,14.770366485339057,12.966421035983812,57.02735161225563,0.5347240527423115,0.3735492549760498,0.25878165141137327,0.7277502062981693,0.505494344779482,238,219,198
2019,1111,77.37931034482759,70.15547586206895,110.20854811996975,113.73070375768081,-9.58205597151388,12.550290081653896,11.406728447273712,55.78742769075893,0.5155021432814298,0.37718348610078495,0.2557919100557518,0.7064699972134598,0.4869067610836891,231,214,205
