Season,TeamID,Pts,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP
2010,3102,45.82142857142857,61.78765714285713,74.05954065338145,117.12065163486896,-43.75046949203193,11.755502351815034,11.721042130265195,39.388663902698546,0.40787620598351515,0.25772021389818556,0.3453659864909616,0.6084090065152077,0.46845192488037624
2010,3103,60.03333333333333,65.41312,92.0423261764224,90.73352371377838,-10.825495581705287,13.996885158363126,11.54009248424138,47.31385509421474,0.4415255004677433,0.36415553546530044,0.3912316229721845,0.6346448743864729,0.5062774077864569
2010,3104,62.06896551724138,71.21478620689655,87.18174144808236,93.22138377344409,-15.334846996019518,12.70391385070942,10.687304228699185,44.82713693834174,0.43658404328385153,0.27377596842890173,0.3524481980876111,0.6360284419056015,0.49622735934411305
2010,3105,59.81481481481482,70.24853333333333,85.15186792161593,93.10632577555349,-12.630139339409144,10.035850691452879,10.390197089015194,49.05555669023072,0.4374036930157651,0.5055538304162606,0.38436071813880496,0.6096262912780742,0.49684297917345366
2010,3106,53.3448275862069,65.76595862068964,81.4319303544648,87.29094392288303,-11.141970253469275,12.061442208329748,10.113973403621946,42.29040199538158,0.37777054736603854,0.4651380113566207,0.38930837078544633,0.6719882123232634,0.49577249923967026
2010,3107,56.2,67.37407999999999,83.45142385435412,92.02720763129511,-13.575195426525159,9.8561542979705,9.602027597509954,41.130703254681826,0.3711620375009889,0.3281877038318918,0.3307467234788241,0.6406818894786029,0.4563397056702031
2010,3108,61.5,73.11017142857143,84.25151771846447,94.4532203912115,-16.096697836849888,10.164338524189576,10.265428578708526,43.611209045079306,0.38065210296674507,0.4004081201079324,0.33576005745460924,0.5835839722049406,0.4318422937998565
2010,3110,59.57142857142857,61.072457142857154,97.70085193409076,85.233992570548,-7.758837633018459,12.869507971813293,12.326828357717337,48.67447346555442,0.4436320488773302,0.3188506223071358,0.36971927509790414,0.6588901135600898,0.5188698081313111
2010,3111,63.45161290322581,70.27943225806452,90.13895764679306,92.18271713646075,-10.657755743207819,15.24589520064724,13.38683882337754,47.42760996862094,0.47153533103556106,0.27641908509768054,0.3829942245756742,0.6764634416248887,0.5310169573699703
2010,3112,63.41935483870968,68.4151741935484,92.07098380877513,96.94797953714279,-14.523793042205735,12.383853176432005,9.035309109613035,48.59461001933367,0.46412200685654686,0.3288145097068377,0.33699193423464874,0.6308281940978233,0.5116909623313936
2010,3113,61.7,66.39935999999999,93.02055831102886,89.89489992961212,-7.854704175241561,13.507721132714058,10.419891201533883,48.46847031491609,0.4462733317610315,0.3837563225137123,0.3978257128567059,0.6655975339428759,0.5241750054280261
2010,3114,65.90625,62.691,104.96473875283448,81.36191803467231,-4.373332853850211,16.40924898148356,10.190775450863786,50.88779096706327,0.478593697860144,0.3191287391360557,0.3341397966730838,0.7105732765767391,0.5092656567280119
2010,3115,60.833333333333336,73.20384,83.23766763171459,97.98710561293923,-21.847589742436025,11.24777838723677,10.217668848934116,44.616322170274,0.41283534396106364,0.4010854247388221,0.37713757978750945,0.5936170154660244,0.4953232299809451
2010,3116,65.46666666666667,69.52512,93.95511711921166,97.31656831841218,-9.950606262481308,12.649211791866806,11.745841653968853,48.484737642653634,0.44677905129620904,0.2685204372523236,0.3344186282586078,0.6232515669652261,0.4848440180748222
2010,3117,62.96666666666667,71.75168,87.79580867988692,99.65489922562149,-14.646690505970628,11.296211552066277,10.668380242105437,43.821503247165815,0.4095600951467493,0.3567004204397354,0.3628465330262135,0.6210189361429953,0.5016332035048756
2010,3119,51.625,62.24879999999999,83.39999843239518,92.73775148647445,-16.200098106476574,11.216594481875623,9.780686370698236,43.36803320292069,0.40147301314895395,0.26242767296153363,0.3298594475426887,0.6298387097818309,0.5025189511021506
2010,3120,58.29032258064516,63.56067096774194,91.84582396667969,97.45110290747908,-15.738629864410429,14.173648356050345,12.366522133055605,45.35071328799801,0.4560022579131566,0.31476755478079066,0.41780547951069275,0.6538409706219083,0.5202303383379678
